CustomerDetail,Comment,CommentClass,ProductID,Comment_en,CommentClass_en,labels,tokens,clean_comment
**** ****|25 Ağustos 2019|LAV satıcısından alındı.,Paketleme güzeldi tek tek sarılmıştı kırık çizik yoktu 👍 Uzun olan bardakların dip kısmı yamuk biraz entersan geldi 🤔 en kucuk boy olanlar magnolia v.b tatli yapmaya uygun görünüyor deniyeceğim 😄,['iyipaketleme'],28,Packaging was nice one by one hugged broken scratch there was no fracture scratches 👍 The bottom of the cups came a little trapezoid a little entersan 🤔 The most small -sized ones Magnolia etc.,['good -up'],['good -up'],"['packaging', 'nice', 'one', 'one', 'hugged', 'broken', 'scratch', 'fracture', 'scratch', 'bottom', 'cup', 'came', 'little', 'trapezoid', 'little', 'entersan', 'small', 'sized', 'one', 'magnolia', 'etc']",packaging nice one one hugged broken scratch fracture scratch bottom cup came little trapezoid little entersan small sized one magnolia etc
**** ****|2 Mart 2020|LAV satıcısından alındı.,"Küçük olan şerbet ya da kahve yanı için, orta boyu su bardağı olarak büyük olanlar da meşrubat bardağı olarak ideal bence çok beğendim. Paketlemesi de gayet iyiydi.",['iyipaketleme'],28,"For the small sherbet or coffee as well as the mid -sized cup of water, I think the ideal as the soft drink cup. The packaging was also fine.",['good -up'],['good -up'],"['small', 'sherbet', 'coffee', 'well', 'mid', 'sized', 'cup', 'water', 'think', 'ideal', 'soft', 'drink', 'cup', 'packaging', 'also', 'fine']",small sherbet coffee well mid sized cup water think ideal soft drink cup packaging also fine
k** ş**|19 Ekim 2021|LAV satıcısından alındı.,urun kisa surede elime ulasti ve o kadar guzel paketlenmisti ki kirilmasi imkansiz gibi. bardaklar cok guzel ayrica,['iyipaketleme'],28,The product reached my hand in a short time and it was so beautifully packaged that it was impossible to break down. The cups are so beautiful,['good -up'],['good -up'],"['product', 'reached', 'hand', 'short', 'time', 'beautifully', 'packaged', 'impossible', 'break', 'cup', 'beautiful']",product reached hand short time beautifully packaged impossible break cup beautiful
i** a**-Elite Üye|19 Ekim 2021|LAV satıcısından alındı.,"Çeyiz için alınabilecek bir parça, 2 set günlük için aldım çok beğendim, paketleme de çok güzel sorunsuz geldi.",['iyipaketleme'],28,"I bought a piece that can be bought for dowry, 2 sets of diary, I liked it very much, the packaging came very good smoothly.",['good -up'],['good -up'],"['bought', 'piece', 'bought', 'dowry', 'set', 'diary', 'liked', 'much', 'packaging', 'came', 'good', 'smoothly']",bought piece bought dowry set diary liked much packaging came good smoothly
e** b**|19 Ekim 2021|LAV satıcısından alındı.,ürünün en ufak boyu kahve yani olarak kullanılmaya daha müsait diğer iki takımda büyüklükleri güzel siparişim özenle paketlenmiş sağlam bir sekilde elime ulaştı teşekkür ederim,['iyipaketleme'],28,"The smallest length of the product is the coffee, so the other two teams in the other two teams have reached my hand in a solid way with carefully packaged my order.",['good -up'],['good -up'],"['smallest', 'length', 'product', 'coffee', 'two', 'team', 'two', 'team', 'reached', 'hand', 'solid', 'way', 'carefully', 'packaged', 'order']",smallest length product coffee two team two team reached hand solid way carefully packaged order
Tuğçe Nur Sevinç|19 Ekim 2021|LAV satıcısından alındı.,bildiğiniz lav kalitesi sıkıntısız ve hızlı bir şekilde teslim aldım. çok iyi paketlenmiş kırılması için yere düşmesi gerek. kırıldıysa kargo şirketinden kaynaklıdır diye düşünüyorum. tavsiye ederim.,['iyipaketleme'],28,"I know the lava quality you know without any problems and quickly delivered. It needs to fall to the ground to break very well packaged. If it is broken, I think it is due to the cargo company. I recommend.",['good -up'],['good -up'],"['know', 'lava', 'quality', 'know', 'without', 'problem', 'quickly', 'delivered', 'need', 'fall', 'ground', 'break', 'well', 'packaged', 'broken', 'think', 'due', 'cargo', 'company', 'recommend']",know lava quality know without problem quickly delivered need fall ground break well packaged broken think due cargo company recommend
A** E**|19 Ekim 2021|LAV satıcısından alındı.,"Ürün elime çok güzel paketlenmiş halde geldi , en küçük boyutlu bardak tam 200 ml şu alıyor gayet güzel , orta boy bardak 250ml alıyor ve tam magnolya veya pudinkli tatlı bardağı 😂",['iyipaketleme'],28,"The product came in my hand very well, the smallest size glass is full 200 ml that is very nice, medium -sized cup 250ml and full magnolia or puddinki sweet glass 😂",['good -up'],['good -up'],"['product', 'came', 'hand', 'well', 'smallest', 'size', 'glass', 'full', 'nice', 'medium', 'sized', 'cup', 'full', 'magnolia', 'puddinki', 'sweet', 'glass']",product came hand well smallest size glass full nice medium sized cup full magnolia puddinki sweet glass
**** ****|19 Ekim 2021|LAV satıcısından alındı.,paketleme çok iyiydi hasarsız geldi . ürünler de çok şık ve ağır duruyor o yüzden ben yemek takımım ile beraber kullanacağım . çok uygun fiyata aldım 50 tlydi. o yüzden iki takım aldim,['iyipaketleme'],28,"The packaging was very good. The products are also very stylish and heavy, so I will use it with my dinner set. I bought it at a very affordable price. So I bought two teams",['good -up'],['good -up'],"['packaging', 'good', 'product', 'also', 'stylish', 'heavy', 'use', 'dinner', 'set', 'bought', 'affordable', 'price', 'bought', 'two', 'team']",packaging good product also stylish heavy use dinner set bought affordable price bought two team
Zehra YILMAZ|18 Ekim 2021|LAV satıcısından alındı.,Yorumlara bakınca acaba kırık gelir mi diye endişelenmiştim ama gayet sağlam geldi paketlemesi çok iyiydi kendi kutusundan hariç bir karton kutunun içine koymuşlardı sağlamdı ve hızlı teslimat.,"['iyipaketleme','hızlıteslimat']",28,"I was worried about whether the fracture would come, but it was quite intact, it was very good to pack the package in a cardboard box except for his own box and quick delivery.","['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['worried', 'whether', 'fracture', 'would', 'come', 'quite', 'intact', 'good', 'pack', 'package', 'cardboard', 'box', 'except', 'box', 'quick', 'delivery']",worried whether fracture would come quite intact good pack package cardboard box except box quick delivery
G** B**|17 Ekim 2021|LAV satıcısından alındı.,"Aşırı sevdim, hem kendime ceyiz için aldım hemde anneme mutfak hediyesi olarak aldım. Fiyatına göre cok iyi ve kaliteli. Paketleme de mükemmel ve kargo cok hızlıydı, çok memnun kaldım 😊🙏🏻","['iyipaketleme','ürüngüzel','fiyatperformans','hızlıteslimat']",28,"I liked it overly, I bought it for myself and bought it as a kitchen gift to my mother. Very good and high quality for the price. Packaging was also excellent and cargo was very fast, I was very satisfied 😊🙏🏻","['good -up', 'Product', 'Priceperformance', 'Speedeslimat']","['good -up', 'Product', 'Priceperformance', 'Speedeslimat']","['liked', 'overly', 'bought', 'bought', 'kitchen', 'gift', 'mother', 'good', 'high', 'quality', 'price', 'packaging', 'also', 'excellent', 'cargo', 'fast', 'satisfied']",liked overly bought bought kitchen gift mother good high quality price packaging also excellent cargo fast satisfied
**** ****|16 Ekim 2021|LAV satıcısından alındı.,Çeyizim için aldım. Hızlı kargo ve iyi paketleme için teşekkürler :) kırıksız sapasağlam geldi güvenle alışveriş yapabilirsiniz.,"['iyipaketleme','hızlıteslimat','sağlamgeldi']",28,I bought it for my dowry. Thanks for fast shipping and good packaging :),"['good -up', 'Speedeslimat', 'firmly']","['good -up', 'Speedeslimat', 'firmly']","['bought', 'dowry', 'thanks', 'fast', 'shipping', 'good', 'packaging']",bought dowry thanks fast shipping good packaging
K** A**|16 Ekim 2021|LAV satıcısından alındı.,Kargo gayet özenli paketlenmişti indirimden uygun fiyata aldım görselliği ve boyutları güzel sadece en küçük bardağı ara boy birazcık,"['iyipaketleme','uygunfiyat']",28,"The cargo was very carefully packed, I bought it at an affordable price, visuality and dimensions are beautiful, just call the smallest glass a little bit.","['good -up', 'convenience']","['good -up', 'convenience']","['cargo', 'carefully', 'packed', 'bought', 'affordable', 'price', 'visuality', 'dimension', 'beautiful', 'call', 'smallest', 'glass', 'little', 'bit']",cargo carefully packed bought affordable price visuality dimension beautiful call smallest glass little bit
R** b**|16 Ekim 2021|LAV satıcısından alındı.,paketleme çok iyiydi.Sag salim teslim aldım mükemmel bir set indirimle çok iyi bir fiyata aldım.Ben günlük kullanım için aldım çok şık duruyor,"['iyipaketleme','uygunfiyat','şıkduruyor','günlükkullanım']",28,The packaging was very good.,"['good -up', 'convenience', 'makes it stylish', 'Daily Office']","['good -up', 'convenience', 'makes it stylish', 'Daily Office']","['packaging', 'good']",packaging good
Y** K**|10 Ekim 2021|LAV satıcısından alındı.,Çok uygun ve paketlenmesi çok iyi kırık çıkmadı bu 4. alışımız hediyelik için çok iyi indirimde 55e kadar düşüyor takip edin alın aldırın,['iyipaketleme'],28,Very convenient and packaging is very good broken this 4. Our buyer is very good for the gift is very good reduces up to 55'e follow up,['good -up'],['good -up'],"['convenient', 'packaging', 'good', 'broken', 'buyer', 'good', 'gift', 'good', 'reduces', 'follow']",convenient packaging good broken buyer good gift good reduces follow
A** D**|6 Ekim 2021|LAV satıcısından alındı.,Ürünüm çok güzel paketlenmişti ve sorunsuz bir şekilde hemen eline ulaştı bardaklara ise bayıldık çok güzel hepsi de,['iyipaketleme'],28,My product was packed very well and he reached his hands without any problems.,['good -up'],['good -up'],"['product', 'packed', 'well', 'reached', 'hand', 'without', 'problem']",product packed well reached hand without problem
**** ****-Elite Üye|3 Ekim 2021|LAV satıcısından alındı.,Bayıldım çok güzeller paketleme de çok iyiydi hiç bir kırık olmadan elime ulaştı emeği geçen herkese teşekkürler 🙏,['iyipaketleme'],28,"I love it very beautiful packaging was also very good, I reached my hand without any fracture, thanks to everyone who contributed 🙏",['good -up'],['good -up'],"['love', 'beautiful', 'packaging', 'also', 'good', 'reached', 'hand', 'without', 'fracture', 'thanks', 'everyone', 'contributed']",love beautiful packaging also good reached hand without fracture thanks everyone contributed
b** p**|3 Ekim 2021|LAV satıcısından alındı.,"Paketleme çok özenliydi. Hiç kırık yok, kargo da ertesi gün teslim edildi. bardaklar da çok güzel her boyu kullanışlı ve şık.",['iyipaketleme'],28,"The packaging was very careful. No fractures, cargo was delivered the next day. The cups are also very beautiful and every size is useful and stylish.",['good -up'],['good -up'],"['packaging', 'careful', 'fracture', 'cargo', 'delivered', 'next', 'day', 'cup', 'also', 'beautiful', 'every', 'size', 'useful', 'stylish']",packaging careful fracture cargo delivered next day cup also beautiful every size useful stylish
**** ****|2 Ekim 2021|LAV satıcısından alındı.,paketleme çok güzel ve resimdeki.gibi geldi çok beğendim sadece kahve bardakları biraz büyük alırken bu sizin için sorun değilse düşünmeden alın,['iyipaketleme'],28,The packaging is very nice and in the picture.,['good -up'],['good -up'],"['packaging', 'nice', 'picture']",packaging nice picture
E** Ö**|2 Ekim 2021|LAV satıcısından alındı.,paketleme güzel hiç kırık çıkmadı bardaklar çok şık bir set daha sipariş vereceğim tereddüt etmeden alabilirsiniz,['iyipaketleme'],28,"Packaging nice never broken cups I will order another very stylish set, you can get it without hesitation.",['good -up'],['good -up'],"['packaging', 'nice', 'never', 'broken', 'cup', 'order', 'another', 'stylish', 'set', 'get', 'without', 'hesitation']",packaging nice never broken cup order another stylish set get without hesitation
Aşkın Özoğul-Elite Üye|2 Ekim 2021|LAV satıcısından alındı.,"Paketleme çok iyiydi , bir bardağımda bile herşeyimmm hiç bir ne kırık nede çatlak vardı. sapasağlam elime ulaştı. ve Çok güzeller. Alın , aldırın 😊",['iyipaketleme'],28,"The packaging was very good, even in a glass, everything was neither broken nor cracked. I reached my hand. And they are very beautiful. Take it, take it 😊",['good -up'],['good -up'],"['packaging', 'good', 'even', 'glass', 'everything', 'neither', 'broken', 'cracked', 'reached', 'hand', 'beautiful', 'take', 'take']",packaging good even glass everything neither broken cracked reached hand beautiful take take
n** ö**|1 Ekim 2021|LAV satıcısından alındı.,bardaklar kaliteli resimde göründüğü gibi . mükemmel paketleme . hızlı kargo . 57 tl ye indirimdeyken aldım.,['iyipaketleme'],28,The glasses appear in quality picture. Excellent packaging. Fast shipping. I bought it for 57 TL when I was on a discount.,['good -up'],['good -up'],"['glass', 'appear', 'quality', 'picture', 'excellent', 'packaging', 'fast', 'shipping', 'bought', 'discount']",glass appear quality picture excellent packaging fast shipping bought discount
**** ****|30 Eylül 2021|LAV satıcısından alındı.,gayet güzel. tereddüt etmeden alabilirsiniz. paketleme de çok iyiydi. hiç kırık yoktu. kısa sürede elime ulaştı. teşekkürler,['iyipaketleme'],28,It's fine. You can get it without hesitation. The packaging was also very good. There was no broken. I got it in a short time. thanks,['good -up'],['good -up'],"['fine', 'get', 'without', 'hesitation', 'packaging', 'also', 'good', 'broken', 'got', 'short', 'time', 'thanks']",fine get without hesitation packaging also good broken got short time thanks
Z** ö**|29 Eylül 2021|LAV satıcısından alındı.,Çok beğendim paketlenmesi gayet iyiydi kargoda hızlıydı sipariş verirken tereddüt etmiştim ama kesinlikle öneriyorum 👍,['iyipaketleme'],28,I liked it very much.,['good -up'],['good -up'],"['liked', 'much']",liked much
M** Ö**|29 Eylül 2021|LAV satıcısından alındı.,güzel paketlenmiş kalitesini de çok beğendim bardakların fiyatına göre bu kadar güzel olabileceğini tahmin etmemiştim,['iyipaketleme'],28,"I liked the beautiful packaged quality very much, I didn't expect it to be so beautiful according to the price of the cups.",['good -up'],['good -up'],"['liked', 'beautiful', 'packaged', 'quality', 'much', 'expect', 'beautiful', 'according', 'price', 'cup']",liked beautiful packaged quality much expect beautiful according price cup
fatma kavalcı|28 Eylül 2021|LAV satıcısından alındı.,Hızlı teslimat mükemmel. 2 li set aldım.12 kişilik oldu😍Tüm ürünlerim sağlam geldi özenle paketlenmiş. Günluk kullanım için aldım ama misafırede konulabılır çok şıklar dısardan bu fiyata bulamazsınız Paşabahcede 2 katı fiyatına yazık bence. Kahve bardagı cok küçük degıl normalde su bardagı yerıne bıle kullanılır. Tereddüt etmeden alabılırsınız. Mutfak dolabımda yer olsa 1 takım daha almak istiyorum. Gerçekten çok uygun ve guzel.,"['iyipaketleme','hızlıteslimat','günlükkullanım']",28,"Fast delivery is excellent. I bought a 2 -set set. I bought it for daily use, but the guest can be placed in the very options that you can not find at this price pasabahce in the price of 2 times pity I think. Coffee cup is not very small, normally in water cups is used. You can get it without hesitation. I want to buy one more team if there is a place in my kitchen cabinet. Really convenient and beautiful.","['good -up', 'Speedeslimat', 'Daily Office']","['good -up', 'Speedeslimat', 'Daily Office']","['fast', 'delivery', 'excellent', 'bought', 'set', 'set', 'bought', 'daily', 'use', 'guest', 'placed', 'option', 'find', 'price', 'pasabahce', 'price', 'time', 'pity', 'think', 'coffee', 'cup', 'small', 'normally', 'water', 'cup', 'used', 'get', 'without', 'hesitation', 'want', 'buy', 'one', 'team', 'place', 'kitchen', 'cabinet', 'really', 'convenient', 'beautiful']",fast delivery excellent bought set set bought daily use guest placed option find price pasabahce price time pity think coffee cup small normally water cup used get without hesitation want buy one team place kitchen cabinet really convenient beautiful
N** T**|28 Eylül 2021|LAV satıcısından alındı.,Çok kaliteli ve şık bir ürün paketlemesi de güzeldi sorunsuz sağlam bir şekilde elime ulaştı. Çok beğendim.,['iyipaketleme'],28,It was also nice to pack a very high quality and stylish product. I like it a lot.,['good -up'],['good -up'],"['also', 'nice', 'pack', 'high', 'quality', 'stylish', 'product', 'like', 'lot']",also nice pack high quality stylish product like lot
A** B** Y**|28 Eylül 2021|LAV satıcısından alındı.,Bardakları zaten kendi evimizde de kullanıyoruz çok memnunuz ben bi set de çeyizine almak istedim gerçekten çok iyi paketlenmiş çok şükür tek 1 kırık yok güvenle alışveriş yapabilirsiniz ben çok memnun kaldım,"['iyipaketleme','ürüngüzel']",28,We are already using the cups in our own house.,"['good -up', 'Product']","['good -up', 'Product']","['already', 'using', 'cup', 'house']",already using cup house
M** A**|27 Eylül 2021|LAV satıcısından alındı.,cok uygun fiyata almıştım ben paketlenmesi gayet iyi hiç kırık çatlak olmadan elime ulaştı teşekkürler,"['iyipaketleme','uygunfiyat']",28,I bought it at a very affordable price.,"['good -up', 'convenience']","['good -up', 'convenience']","['bought', 'affordable', 'price']",bought affordable price
